User-ID,Location,Age
243242,"vigo, galicia, spain",19.0
270602,"gallatin, tennessee, usa",
50726,"cardiff, wales, united kingdom",25.0
97658,"porto, porto, portugal",
58976,"greensburg, pennsylvania, usa",19.0
239323,"nuernberg, bayern, germany",33.0
46487,"london, london, united kingdom",29.0
70303,"london, england, united kingdom",
271122,"winter springs, florida, usa",
79161,"newportrichey, florida, usa",79.0
179357,"los lunas, new mexico, usa",
48796,"indpls, indiana, usa",57.0
83495,"montreal, quebec, canada",19.0
252694,"iowa city, iowa, usa",29.0
163018,"gothenburg, vastergotland, sweden",
240090,"mandurah, western australia, australia",
245559,"melbourne, victoria, australia",27.0
209815,"london, n/a, united kingdom",26.0
54780,"cuba, missouri, usa",37.0
5123,"barcelona, barcelona, spain",31.0
72299,"barcelona, n/a, spain",22.0
139908,"salisbury, wiltshire, united kingdom",20.0
221560,"leiden, ,",25.0
137185,"offenbach, hessen, germany",
31496,"madison, wisconsin, usa",
262488,"brooklyn, new york, usa",33.0
229873,"terrassa, barcelona, spain",34.0
190810,"sao paulo, sao paulo, brazil",37.0
83389,"sioux falls, south dakota, usa",37.0
30597,"redding, california, usa",24.0
189453,"tucson, arizona, usa",29.0
134126,"church road, virginia, usa",
183685,"big spring, texas, usa",
36210,"nice, california, usa",63.0
8504,"england, england, united kingdom",
104911,"thornlie, western australia, australia",37.0
245585,"essen, nordrhein-westfalen, germany",29.0
244194,"ft. collins, colorado, usa",22.0
211582,"oxford, michigan, usa",40.0
72781,"apo, rheinland-pfalz, germany",54.0
199447,"fayetteville, ohio, usa",22.0
67070,"montreal, quebec, canada",33.0
246568,"tacoma, washington, usa",36.0
149665,"penacook, new hampshire, usa",67.0
224488,"haverfordwest, wales, united kingdom",43.0
91566,"paris, alabama, france",18.0
222936,"hannibal, new york, usa",
26893,"leicester, leicestershire, united kingdom",23.0
19551,"philadelphia, pennsylvania, usa",45.0
117152,"san diego, california, usa",
28996,"essen, nrw, germany",26.0
173898,"highlands, north carolina, usa",
254680,"clovis, california, usa",
232339,"bo, emilia romagna, italy",
71483,"wollongong, australia, australia",59.0
7571,"totnes, england, united kingdom",22.0
168289,"milwaukee, wisconsin, usa",45.0
121414,"west hartford, connecticut, usa",22.0
220475,"brisbane, queensland, australia",29.0
135507,"victoria, british columbia, canada",20.0
83216,"san antonio, texas, usa",68.0
233223,"springfield, new brunswick, usa",
224699,"roswell, georgia, usa",37.0
98440,"yuma, arizona, usa",17.0
118619,"helsinki, n/a, finland",
209432,"sydney, nsw, australia",25.0
242734,"byron, minnesota, usa",
3538,"madrid, madrid, spain",31.0
1220,"marseille, n/a, france",
50723,"barcelona, catalunya, spain",37.0
189436,"rennes, hessen, france",
258085,"calgary, alberta, canada",
67978,"alessandria, n/a, italy",24.0
157132,"toronto, ontario, canada",
25818,"niagara falls, ontario, canada",33.0
39457,"xenia, ohio, usa",14.0
86590,"london, england, united kingdom",29.0
261829,"fpo, ap, usa",32.0
171915,"hanover, indiana, usa",
180753,"hanoi, ha noi, vietnam",25.0
186102,"lacosta, california, usa",
11311,"albuquerque, new mexico, usa",
272268,"chicago, illinois, usa",60.0
175812,"bolton, england, united kingdom",40.0
262623,"sherwood park, alberta, canada",27.0
115723,"athens, georgia, usa",31.0
146000,"satellite beach, florida, usa",
67701,"middletown, california, usa",
267522,"castro valley, california, usa",35.0
68273,"ajo, arizona, usa",44.0
195904,"ruby, south carolina, usa",36.0
3482,"celina, ohio, usa",
126820,"brighton, england, united kingdom",
257574,"sant boi de llobregat, cataluña, spain",19.0
197518,"beijing, n/a, china",26.0
258440,"montesano, washington, usa",
267876,"greenstone, ontario, canada",
105996,"albuquerque, new mexico, usa",
128612,"mcallen, texas, usa",
158408,"toronto, ontario, canada",51.0
94164,"vancouver, british columbia, canada",57.0
235476,"sundbyberg, n/a, sweden",
157920,"pottstown, pennsylvania, usa",29.0
278620,"tualatin, oregon, usa",44.0
57735,"lawrenceburg, indiana, usa",44.0
41286,"chicago, illinois, usa",49.0
32765,"layton, utah, usa",17.0
122042,"metairie, louisiana, usa",54.0
223286,"walnut creek, california, usa",
234738,"braga, portugal, portugal",21.0
225625,"tomball, texas, usa",
278353,"houston, texas, usa",
5359,"farmington, connecticut, usa",55.0
140393,"santander, cantabria, spain",13.0
143386,"winthrop, maine, usa",67.0
161582,"buenos aires, buenos aires, argentina",
53498,"kingston, ontario, canada",
60509,"belmont, california, usa",35.0
197089,"portage, michigan, usa",44.0
241527,"alexandria, virginia, usa",
109927,"pawtucket, rhode island, usa",52.0
93214,"kazan, tatarstan, russia",
100536,"são paulo, são paulo, brazil",28.0
166839,"ofallon, missouri, usa",
118972,"ottawa, ontario, canada",
120249,"milano, lombardia, italy",29.0
74546,"padova, veneto, italy",29.0
266075,"london, england, united kingdom",
164637,"london, n/a, united kingdom",36.0
25607,"mounds, oklahoma, usa",
41178,"hope, bc, british columbia, canada",43.0
196418,"berlin, berlin, germany",
51777,"torrington, wyoming, usa",
104230,"east grinstead, england, united kingdom",42.0
135054,"lancaster, piemonte, usa",
16927,"dallas, texas, usa",
30172,"monroe, connecticut, usa",44.0
46425,"munich, bavaria, germany",
92974,"são paulo, são paulo, brazil",38.0
116477,"ballymoney, northern ireland, united kingdom",17.0
103114,"portosín, a coruña, spain",42.0
202484,"bothell, washington, usa",47.0
54194,"indianapolis, indiana, usa",
148687,"greifenberg, bayern, germany",23.0
14402,"canberra, act, australia",16.0
262936,"ottawa, ontario, canada",28.0
192159,"jersey  city, new jersey, usa",
23058,"halifax, nova scotia, canada",28.0
190943,"saint-ours sur richelieu, quebec, canada",
16586,"yellowknife, northwest territories, canada",24.0
116123,"cornelius, oregon, usa",21.0
211507,"rognac, friuli venezia giulia, france",35.0
79320,"berlin, berlin, germany",
266839,"fremont, california, usa",29.0
49539,"pleasant hill, california, usa",
110787,"novi, michigan, usa",52.0
19292,"barcelona, catalunya, spain",59.0
74520,"st. charles, illinois, usa",
52199,"houston, texas, usa",47.0
145318,"fairfield, iowa, usa",
40312,"toronto, ontario, canada",
87770,"albuquerqe, new mexico, usa",14.0
87324,"hamburg, hamburg, germany",38.0
150042,"menlo park, california, usa",
177695,"langenhagen, yukon territory, germany",
48365,"glasgow, scotland, united kingdom",22.0
12392,"ann arbor, michigan, usa",
190915,"buncombe, illinois, usa",39.0
101971,"kingston, ontario, canada",43.0
259918,"loleta, california, usa",
50105,"lake oswego, oregon, usa",
256172,"south shields, england, united kingdom",45.0
46356,"newark, delaware, usa",
172560,"porto, n/a, portugal",
189692,"avon, connecticut, usa",45.0
58623,"kuala lumpur, wilayah persekutuan, malaysia",
78627,"fake, new york, usa",
273529,"oakville, ontario, canada",27.0
12416,"florence, toscana, italy",
85495,"mount vernon, washington, usa",43.0
211364,"west valley city, utah, usa",
255525,"florence, massachusetts, usa",54.0
24099,"bonita, california, usa",
56872,"brownsburg, indiana, usa",
149316,"oregon city, oregon, usa",
105235,"perth, western australia, australia",40.0
119338,"manchester, england, united kingdom",26.0
170100,"kerman, sure, iran",18.0
172049,"colts neck, new jersey, usa",51.0
259689,"logroño, la rioja, spain",23.0
106575,"roma, ,",
222259,"lübeck, schleswig-holstein, germany",38.0
180197,"münster, nordrhein-westfalen, germany",30.0
224160,"normal, illinois, usa",19.0
133870,"fort collins, colorado, usa",
5301,"kawit, cavite, philippines",18.0
37580,"littleton, colorado, usa",
194095,"spring hill, florida, usa",39.0
135672,"portsmouth, ohio, usa",43.0
111759,"sudbury, ontario, canada",57.0
19496,"parkland, florida, usa",
10829,"oshkosh, wisconsin, usa",38.0
232355,"seaford, new york, usa",24.0
257859,"exeter, devon, united kingdom",
40272,"newburgh, new york, usa",
30355,"waterloo, iowa, usa",45.0
264207,"groningen, groningen, netherlands",39.0
260173,"koeln, nordrhein-westfalen, germany",26.0
144023,"eugene, oregon, usa",21.0
104434,"budapest, n/a, hungary",30.0
144184,"rose hill, north carolina, usa",18.0
58427,"baltimore, maryland, usa",47.0
2337,"grove city, ohio, usa",34.0
95472,"melbourne, victoria, australia",15.0
152140,"floral park, new york, usa",
146858,"austell, georgia, usa",49.0
56866,"porto alegre, rio grande do sul, brasil",30.0
135136,"goderich, ontario, canada",52.0
195481,"sacramento, california, usa",
150890,"decorah, iowa, usa",19.0
51336,"palm coast, florida, usa",34.0
188850,"oldenburg, niedersachsen, germany",23.0
13631,"los angeles, ,",
61133,"alexandria, virginia, usa",21.0
96006,"roan mountain, tennessee, usa",
167877,"bantam, connecticut, usa",67.0
117926,"merrill, wisconsin, usa",49.0
195551,"monza (mi), lombardia, italy",
140293,"baltimore, maryland, usa",24.0
80016,"finksburg, maryland, usa",43.0
32817,"townsville, queensland, australia",
177656,"nitra, nitriansky kraj, slovakia",22.0
154670,"burnaby, british columbia, canada",24.0
253161,"frankenthal, rheinland-pfalz, germany",49.0
84833,"fairhope, alabama, usa",
239267,"gelsenkirchen, nrw, germany",
170321,"murcia, alabama, spain",18.0
169374,"houston, texas, usa",56.0
23679,"edmonton, alberta, canada",
248480,"köln, nordrhein-westfalen, germany",23.0
141536,"san francisco, california, usa",
113953,"dorchester, massachusetts, usa",21.0
140475,"wiesbaden, hessen, germany",
254066,"bremerton, washington, usa",34.0
200494,"darlington, western australia, australia",41.0
165147,"karachi, sindh, pakistan",18.0
53335,"fuquay-varina, north carolina, usa",
130692,"sydney, new south wales, australia",26.0
174006,"forest city, iowa, usa",
2112,"groningen, groningen, netherlands",
159601,"newport, rhode island, usa",
67626,"guthrie, oklahoma, usa",
114473,"cedar park, texas, usa",51.0
239415,"san antonio, texas, usa",34.0
29475,"shamokin, pennsylvania, usa",
140385,"saint jacob, illinois, usa",65.0
90431,"sandpoint, idaho, usa",68.0
72272,"dardanup, western australia, australia",
245542,"halifax, nova scotia, canada",
51714,"edmonton, alberta, canada",39.0
5029,"san antonio, tx, usa",26.0
66286,"brighton, sussex, united kingdom",
243985,"madison heights, michigan, usa",57.0
149722,"alexandria, minnesota, usa",
192064,"embrun, paca, france",47.0
166550,"dunstable, massachusetts, usa",63.0
80035,"holloways beach, cairns, queensland, australia",48.0
13280,"lakewood, colorado, usa",65.0
120082,"vancouver, british columbia, canada",47.0
152744,"mumbai, victoria, india",
68006,"chesley, ontario, canada",50.0
9924,"sunnyvale, california, usa",17.0
98209,"malmö, malmö, sweden",29.0
177895,"bristol, bristol, united kingdom",
36217,"lagos, n/a, nigeria",31.0
72031,"napoli, campania, italy",
202307,"vancouver, connecticut, canada",
154764,"huntsville, alabama, usa",
274607,"pavia, lombardia, italy",
250576,"toronto, ontario, canada",37.0
193769,"goose creek, south carolina, usa",59.0
22276,"birmingham, florida, united kingdom",
35751,"wetzlar, hessen, germany",
177602,"kittelsthal, thueringen, germany",
88112,"nordland wa, washington, usa",70.0
57490,"sheffield, england, united kingdom",
74073,"capital federal, buenos aires, argentina",23.0
114451,"hamilton, n/a, new zealand",40.0
193935,"miami, florida, usa",50.0
194268,"longboat key, florida, usa",53.0
56523,"tulsa, oklahoma, usa",
151374,"auburn, alabama, usa",51.0
157446,"amsterdam, nh, netherlands",
65161,"pfafftown, north carolina, usa",
8628,"somersworth, new hampshire, usa",33.0
91533,"arlington, virginia, usa",35.0
153361,"jacksonville, arkansas, usa",44.0
224347,"chevy chase, dc, usa",43.0
60598,"lower hutt, wellington, new zealand",45.0
274698,"parkersburg, west virginia, usa",
75777,"chengdu, sichuan, china",28.0
197260,"colchester, vermont, usa",40.0
51209,"singapore, n/a, singapore",18.0
269682,"batavia, new york, usa",17.0
21305,"london, ontario, canada",68.0
75062,"crestwood, illinois, usa",32.0
19740,"san diego, california, usa",
125584,"berlin, berlin, germany",
74558,"huntington beach, california, usa",
241919,"columbia, missouri, usa",
56190,"wilmington, north carolina, usa",44.0
187255,"tahlequah, oklahoma, usa",
153736,"syracuse, new york, usa",40.0
56600,"pittsburgh, pennsylvania, usa",
204664,"pacific beach, washington, usa",65.0
151184,"st. paul, minnesota, usa",
102692,"birkenau, hessen, germany",
255768,"stamford, connecticut, usa",35.0
30098,"delray beach, florida, usa",68.0
169395,"bucharest, n/a, romania",
42827,"a coruña, galicia, spain",28.0
188511,"phoenix, arizona, usa",37.0
180038,"pointe-claire, quebec, canada",21.0
21453,"st. paul, minnesota, usa",32.0
114233,"köln, nordrhein-westfalen, germany",
196724,"yarmouth, nova scotia, canada",
199740,"natick, massachusetts, usa",40.0
69778,"irmo, south carolina, usa",51.0
202734,"dakota city, nebraska, usa",49.0
117629,"oak forest, illinois, usa",
233163,"kennett square, pennsylvania, usa",58.0
124837,"waiblingen, baden-wuerttemberg, germany",21.0
176973,"melbourne, victoria, australia",
77158,"london, n/a, united kingdom",51.0
136397,"maspalomas, las palmas, spain",22.0
121575,"canoga park, california, usa",29.0
97576,"n richland hills, texas, usa",48.0
87832,"madrid, alabama, spain",26.0
75736,"homer, alaska, usa",
84288,"tucson, arizona, usa",
3689,"vigo, galicia, spain",104.0
1070,"plantation, florida, usa",
150552,"spring valley, california, usa",
195646,"puebla, quebec, mexico",
248129,"edmonton, alberta, canada",
96025,"york, yorkshire, united kingdom",
232658,"perris, california, usa",
203144,"richmond, kentucky, usa",26.0
146700,"leiden, zuid-holland, netherlands",26.0
162147,"cairo, heliopolis, egypt",
140962,"elk river, minnesota, usa",58.0
269529,"innsbruck, tirol, austria",25.0
64271,"westminster, colorado, usa",34.0
258819,"herzelia, hasharon, israel",61.0
119916,"bangalore, karnataka, india",24.0
215714,"pittsburgh, pennsylvania, usa",25.0
107140,"albuquerque, new mexico, usa",
141647,"san marcos, texas, usa",21.0
61443,"auchinleck, scotland, united kingdom",17.0
82870,"redding, california, usa",
20819,"richmond, texas, usa",52.0
254799,"nicholasville, kentucky, usa",
24785,"london, n/a (uk address), united kingdom",
4271,"bergamo, lombardia, italy",
166393,"anaheim, california, usa",56.0
39010,"winnipeg, manitoba, canada",34.0
168512,"north braddock, pa. 15104, pennsylvania, usa",53.0
242445,"vancouver, british columbia, canada",24.0
275043,"olesa, barcelona, spain",35.0
168851,"sevilla, andalucia, spain",29.0
253096,"clermont-ferrand, auvergne, france",
193645,"kansas city, missouri, usa",
111263,"woodbury, new jersey, usa",
21296,"gumeracha, south australia, australia",41.0
263332,"wien, wien, austria",19.0
215040,"bellows falls, vermont, usa",51.0
248226,"sa torre, baleares, spain",30.0
94756,"hampton, virginia, usa",39.0
41758,"fort worth, texas, usa",52.0
247242,"bacchus marsh, victoria, australia",32.0
233990,"kansas city, missouri, usa",
63886,"bochum, nordrhein-westfalen, germany",
104959,"wheat ridge, colorado, usa",52.0
232100,"london, london, united kingdom",
93155,"seattle, washington, usa",53.0
58086,"torino, piemonte, italy",
68243,"bronx, new york, usa",26.0
119354,"bp f55, poste djeffal -khroub, constantine, algeria",
68918,"bornheim-walberberg, nrw, germany",
220229,"kaiserslautern, rheinland-pfalz, germany",20.0
261732,"lot 6 blk. 3 cologne st. mercedes exc. vill., brgy. san miguel,  pasig city., philippines",21.0
214727,"berlin, berlin, germany",34.0
67329,"fairbanks, alaska, usa",32.0
159801,"rome, lazio, italy",39.0
181412,"alexandria, louisiana, usa",
161903,"clearwater, kansas, usa",43.0
201154,"cedar rapids, iowa, usa",34.0
39135,"pamplona, navarra, spain",22.0
11611,"glendae, california, usa",
140041,"redwood city, california, usa",
233591,"manchester, england, united kingdom",35.0
124527,"boulder junction, wisconsin, usa",29.0
117439,"espoo, uusimaa, finland",33.0
207411,"berlin, berlin, germany",23.0
210226,"reinosa, cantabria, spain",29.0
110394,"berlin, berlin, germany",104.0
92063,"olympia, washington, usa",
33024,"germantown, maryland, usa",37.0
93215,"reykjavík, n/a, iceland",
154292,"sao bernardo do campo, sao paulo, brazil",41.0
64159,"san diego, california, usa",
204901,"isle of man, n/a, united kingdom",41.0
165985,"gatineau, quebec, canada",22.0
10142,"olney, maryland, usa",34.0
109452,"paris, paris, france",
7980,"cambridge, massachusetts, usa",34.0
235829,"sevilla, sevilla, spain",32.0
46732,"ft. worth, texas, usa",21.0
37391,"ditzingen, baden-wuerttemberg, germany",
275474,"housse, liège, belgium",25.0
241239,"germering, bayern, germany",36.0
260833,"düsseldorf, nordrhein-westfalen, germany",
230405,"satellite beach, florida, usa",
76606,"los osos, california, usa",76.0
4013,"parmain, ile-de-france, france",53.0
4796,"cardiff, wales, united kingdom",
203712,"holland, michigan, usa",
191769,"görlitz, sachsen, germany",19.0
229981,"macclesfield, england, united kingdom",
253934,"london, england, united kingdom",
241036,"lansing, michigan, usa",
76843,"cartagena, murcia, spain",23.0
275044,"paris, n/a, france",29.0
437,"sault ste. marie, ontario, canada",
11944,"santo tirso, porto, portugal",21.0
190882,"los angeles, california, usa",29.0
259392,"sioux falls, south dakota, usa",
58939,"rennes, bretagne, france",29.0
221920,"sooke, british columbia, canada",
259685,"gatesville, texas, usa",
218904,"bergamo, lombardia, italy",54.0
225235,"vero beach, florida, usa",
249849,"chicago, illinois, usa",32.0
104581,"winston-salem, north carolina, usa",
79101,"jackson heights, new york, usa",33.0
144636,"columbus, ohio, usa",27.0
3647,"carmichael, california, usa",17.0
120459,"alexandria, virginia, usa",
127468,"kansas city, kansas, usa",
156834,"zaragoza, n/a, spain",35.0
153058,"christchurch, canterbury, new zealand",16.0
19240,"milano, lombardia, italy",42.0
189766,"sykesville, maryland, usa",42.0
68998,"brooksville, florida, usa",43.0
161017,"samobor, n/a, croatia",23.0
50639,"madrid, madrid, spain",28.0
4735,"zug, n/a, switzerland",17.0
50077,"chesapeake, virginia, usa",27.0
75861,"minneapolis, minnesota, usa",48.0
49783,"chaguanas, n/a, trinidad and tobago",25.0
211428,"sidney, british columbia, canada",33.0
47970,"san diego, california, usa",25.0
130534,"chicago, illinois, usa",
118253,"coimbra, alabama, portugal",26.0
255474,"woking, surrey, united kingdom",58.0
19851,"caloundra, queensland, australia",
102225,"shiga-cho, shiga-ken, japan",68.0
187418,"seattle, washington, usa",34.0
52107,"lexington, kentucky, usa",
11475,"vantaa, vantaa, finland",
210493,"knoxville, tennessee, usa",40.0
74246,"calgary, alberta, canada",
168517,"st john`s, newfoundland, canada",
248539,"san diego, california, usa",
164765,"brisbane, queensland, australia",47.0
228183,"hagen, nordrheinwestfalen, germany",
58348,"barcelona, barcelona, spain",26.0
104292,"tübingen, baden-wuerttemberg, germany",25.0
143003,"växjö, n/a, sweden",28.0
151711,"palmerston north, manawatu, new zealand",57.0
74781,"wake forest, north carolina, usa",
176480,"lisboa, lisboa, portugal",20.0
38896,"leipzig, sachsen, germany",
214862,"new orleans, louisiana, usa",
6229,"navarre, florida, usa",38.0
259498,"north lauderdale, florida, usa",
24352,"ontario, california, usa",31.0
125455,"scunthorpe, england, united kingdom",32.0
256508,"oristano, sardegna, italy",
110440,"fairfax, virginia, usa",29.0
246903,"stevensville, ,",72.0
1542,"berlin, berlin, germany",
142330,"inverness, florida, usa",57.0
246002,"windsor, ontario, canada",
186332,"encinitas, california, usa",
224668,"roma, lazio, italy",
255014,"mendham, new jersey, usa",
53133,"edinburgh, scotland, united kingdom",42.0
210460,"west peoria, illinois, usa",33.0
120071,"barcelona, cataluña, spain",43.0
152962,"altadena, california, usa",
139821,"port washington, new york, usa",
264428,"kessel-lo, vlaams-brabant,",37.0
200828,"upper darby, pennsylvania, usa",14.0
225460,"lewisburg, kentucky, usa",
148112,"st. paul, minnesota, usa",32.0
186813,"covington, kentucky, usa",
249224,"snohomish, washington, usa",48.0
59898,"santa ana, california, usa",1.0
95487,"san diego, california, usa",0.0
101939,"trenton, michigan, usa",75.0
247035,"delhi, new delhi, india",
181989,"wilberforce, ohio, usa",36.0
93976,"youngtown, arizona, usa",
247453,"l`hospitalet de l`infant, cataluña, spain",33.0
86652,"ituzaingo, buenos aires, argentina",37.0
79145,"warrenton, oregon, usa",57.0
220585,"muskegon, michigan, usa",
125947,"asheville, north carolina, usa",24.0
33666,"lyons, new york, usa",45.0
22967,"stoke on trent, staffs, united kingdom",31.0
15805,"toronto, ontario, canada",21.0
43198,"(pr) fuerteventura, canarias, spain",30.0
111698,"modesto, california, usa",59.0
101420,"bremerton, washington, usa",
244915,"lexington, north carolina, usa",49.0
28404,"indianapolis, indiana, usa",55.0
113311,"niterói, rio de janeiro, brazil",53.0
35223,"stgo, rm, chile",19.0
127003,"kitchener, ontario,",75.0
275696,"neukirchen, schwalm-eder-kreis, germany",25.0
244611,"philadelphia, pennsylvania, usa",26.0
180740,"marshfield, wisconsin, usa",
90233,"berlin, berlin, germany",
70004,"portsmouth, england, united kingdom",31.0
3887,"kocaeli, özel inanc lisesi, turkey",
205497,"auckland, n/a, new zealand",26.0
208003,"tiptonville, tennessee, usa",
233883,"toronto, ontario, canada",
51848,"leverkusen, nordrhein-westfalen, germany",
42536,"kempten, bayern, germany",17.0
258541,"newport, oregon, usa",
500,"san antonio, texas, usa",17.0
178240,"olive branch, mississippi, usa",49.0
1127,"san jose, california, usa",
147145,"london, n/a, united kingdom",26.0
143692,"clinton, connecticut, usa",41.0
63079,"barcelona, barcelona, spain",25.0
175376,"orlando, florida, usa",
28050,"saint charles, missouri, usa",31.0
107429,"maarssen, utrecht, netherlands",
187075,"saarbruecken, saarland, germany",31.0
21197,"cortland, new york, usa",36.0
135897,"dunbarton, new hampshire, usa",42.0
44344,"allston, massachusetts, usa",22.0
90785,"lyon, rhones, france",16.0
95846,"granada, n/a, spain",21.0
88714,"milano, lombardia, italy",
256579,"denver, colorado, usa",24.0
148393,"london, england, united kingdom",
132708,"bedford, nova scotia, canada",
185580,"urbana, illinois, usa",
160402,"cedar hill, texas, usa",26.0
1849,"cartagena, maine, spain",27.0
31702,"riverview, florida, usa",39.0
69512,"costa mesa, california, usa",
71743,"hamburg, hamburg, germany",21.0
85233,"cascais, lisboa, portugal",52.0
151178,"quilmes, buenos aires, argentina",38.0
14608,"frederiksberg, n/a, denmark",31.0
84155,"san francisco, california, usa",
130811,"edinburgh, scotland, united kingdom",15.0
94312,"cornwall, prince edward island, canada",49.0
197913,"san jose, california, usa",22.0
101179,"zürich, zürich, switzerland",
16993,"clifton, new jersey, usa",46.0
277683,"san diego, california, usa",
131502,"horten, vestfold, norway",30.0
167851,"sechelt, british columbia, canada",55.0
272121,"melrose, massachusetts, usa",39.0
239,"fort worth, texas, usa",
165952,"butler, pennsylvania, usa",
129078,"horseheads, ,",
27531,"whittier, california, usa",16.0
133921,"zaandam, nh, netherlands",
48909,"dallas, texas, usa",21.0
130051,"saint louis, missouri, usa",38.0
136472,"birmingham, alabama, usa",27.0
53092,"ellicott city, maryland, usa",76.0
187481,"newbridge, kildare, ireland",
72342,"west branch, iowa, usa",
76847,"braine-le-comte, hainaut, belgium",36.0
130646,"seattle, washington, usa",15.0
63631,"singapore, singapore, singapore",
250143,"st. paul, minnesota, usa",29.0
123923,"larkspur, california, usa",
119398,"lynchburg, virginia, usa",
34997,"bendigo, victoria, australia",50.0
259734,"hillsboro, oregon, usa",29.0
194380,"københavn, n/a, denmark",28.0
183460,"avilés, asturias, spain",18.0
164661,"raleigh, north carolina, usa",
27200,"catterick garrison, north yorkshire, united kingdom",20.0
149435,"montréal, quebec, canada",50.0
111153,"austin, texas, usa",
230763,"lexington, kentucky, usa",
65577,"camarillo, california, usa",43.0
231048,"decatur, georgia, usa",
241895,"kathamandu, n/a, nepal",23.0
19687,"stboi de llobregat, barcelona, spain",27.0
276317,"metz, moselle en lorraine, france",24.0
120672,"deland, florida, usa",47.0
99540,"madrid, madrid, spain",30.0
24853,"sydney, new south wales, australia",
87298,"china, alabama, china",20.0
10747,"milano, lombardia, italy",30.0
204396,"coronado, california, usa",
210587,"harper woods, michigan, usa",
30080,"cloverdale, british columbia, canada",
22485,"adelaide, south australia, australia",
177363,"roswell, georgia, usa",28.0
203871,"ann arbor, michigan, usa",0.0
72224,"edinburgh, scotland, united kingdom",
227512,"valladolid, n/a, spain",21.0
248446,"hanoi, hanoi, vietnam",20.0
113023,"madrid, madrid, spain",51.0
63097,"thornton, colorado,",33.0
101156,"wellington, n/a,",18.0
14056,"toronto, ontario, canada",
50519,"minneapolis, minnesota, usa",
48136,"patchogue, new york, usa",20.0
133888,"dhaka, dhaka, bangladesh",
235009,"the hague, zuid-holland, netherlands",30.0
156189,"les sables d`olonne, n/a, france",
160050,"sevierville, tennessee, usa",
179336,"las arenas, vizcaya, spain",34.0
102303,"calgary, alberta, canada",
236156,"chicago, illinois, usa",17.0
141137,"cheverly, maryland, usa",
252067,"scotts valley, california, usa",
178860,"auckland, n/a, new zealand",14.0
98284,"radford, virginia, usa",30.0
127031,"mississauga, ontario, canada",
224387,"zifta/elgharabia governaut, ziftaelgharabia, egypt",20.0
53377,"south charleston, ohio, usa",
201149,"brenham, texas, usa",57.0
75973,"cadiz, n/a, spain",32.0
163216,"&#379;ory, n/a, poland",
265675,"seattle, washington, usa",
104922,"louisville, kentucky, usa",
102632,"venice, california, usa",
207059,"holland landing, ontario, canada",
130119,"jasper, new york, usa",
184121,"new freedom, pennsylvania, usa",37.0
170555,"aston, pennsylvania, usa",36.0
156935,"monterrey, nuevo leon, mexico",
258669,"ncfncfnbf, singapore, singapore",13.0
224053,"castelo de paiva, douro litoral, portugal",28.0
273172,"milwaukee, wisconsin, usa",
179695,"ponte vedra beach, florida, usa",62.0
265465,"perrysburg, ohio, usa",
199869,"westfield, new jersey, usa",34.0
165150,"braunschweig, niedersachsen, germany",
201424,"littleton, colorado, usa",21.0
180444,"naples, campania, italy",
38401,"københavn k, københavn, denmark",
215752,"portland, oregon, usa",
731,"lansdale, pennsylvania, usa",
87210,"grefrath, nordrhein-westfalen, germany",
203921,"dauphin, manitoba, canada",46.0
274414,"st. louis, missouri, usa",
174727,"lisboa, n/a, portugal",35.0
80758,"potenza, basilicata, italy",
229166,"richardson, texas,",
251337,"petaling jaya, selangor, malaysia",
25011,"albion, new york, usa",
118965,"boulder, colorado, usa",
44035,"kendall park, new jersey, usa",36.0
28824,"brisbane, queensland, australia",28.0
103563,"santa rosa, california, usa",
265461,"glastonbury, connecticut, usa",64.0
212874,"brownwood, texas, usa",
3288,"ft myers, florida, usa",
251024,"minot, north dakota, usa",17.0
275790,"birmingham, alabama, usa",36.0
22222,"leicester, england, united kingdom",38.0
158529,"rockford, michigan, usa",
14148,"borgaro toriniese, torino, italy",25.0
173790,"east kilbride, scotland, united kingdom",33.0
86660,"ensenada, baja california, mexico",16.0
172236,"minneapolis, minnesota, usa",
120683,"gulfport, florida, usa",
64268,"barcelona, n/a, spain",40.0
33529,"portland, maine, usa",
90337,"bari, puglia, italy",29.0
60578,"fort scott, kansas, usa",34.0
182843,"ghaziabad, uttar pradesh, india",31.0
123209,"east york, ontario, canada",28.0
44923,"wales, wisconsin, usa",
234507,"manchester, england, united kingdom",57.0
180366,"konstanz, baden-wuerttemberg, germany",22.0
121453,"new york, new york, usa",26.0
152316,"geilenkirchen, n/a, germany",
34118,"cardiff, wales, united kingdom",
149730,"parker, colorado, usa",
143160,"rowlett, texas, usa",23.0
89459,"hoboken, new jersey, usa",24.0
126901,"berlin, berlin, germany",27.0
230091,"blaenavon, wales, united kingdom",18.0
78751,"baltimore, maryland, usa",
240636,"san francisco, california, usa",
52231,"gosford, new south wales, australia",13.0
255567,", kansas, usa",
206123,"oceanside, california, usa",
27941,"verona, veneto, lebanon",
266877,"colorado springs, colorado, usa",19.0
118922,"bremen, bremen, germany",
70275,"toulon, provence, france",55.0
123978,"bottmingen, baselland, switzerland",17.0
70701,"bridge city, texas, usa",33.0
262445,"köln, nordrhein-westfalen, germany",32.0
2881,"kunming, calabria, china",
239667,"new haven, connecticut, usa",
165288,"stockport, greater manchester, united kingdom",69.0
85726,"new plymouth, n/a, new zealand",49.0
72130,"troy, michigan, usa",
196536,"severn, maryland, usa",
